20480,-149.0868159043756
40960,-247.40158595417174
61440,-51.41303900294707
81920,-77.47360124356253
102400,-3.847180420807702
122880,22.79730935665645
143360,77.07906938122201
163840,171.089629798384
184320,104.23061632307288
204800,226.02488253891875
225280,230.19233854910104
245760,402.0772602052108
266240,468.4768514291112
286720,408.6975000824074
307200,448.5502567654418
327680,723.8631862272864
348160,695.1224504203271
368640,686.1528977425797
389120,691.4495418969427
409600,823.9777571978539
430080,687.3804020069995
450560,616.2963235583009
471040,780.3824459636182
491520,771.5353797948983
512000,781.5614979561426
532480,653.3383880734254
552960,795.855395681754
573440,766.41961988738
593920,952.7557040927493
614400,918.2164027761604
634880,608.2922765590394
655360,965.374721522058
675840,905.437588481141
696320,817.7912879918674
716800,923.7389700216339
737280,971.6065605885151
757760,737.3845835852214
778240,959.7403129482361
798720,952.9694625494991
819200,1034.0750312291252
839680,810.202018108798
860160,1170.9430209145062
880640,1184.2761802987861
901120,1211.5641082464258
921600,1165.3804084948692
942080,1141.077971385991
962560,900.0465248928889
983040,1345.4957443864805
